index,Id,CustomerId,EmployeeId,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,OrderSeason
820,11068,QUEE,8,2014-05-04,2014-06-01,,2,81.75,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,Spring
821,11069,TORTU,1,2014-05-04,2014-06-01,2014-05-06,2,15.67,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,Spring
822,11070,LEHMS,2,2014-05-05,2014-06-02,,1,136.0,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,Spring
823,11071,LILAS,1,2014-05-05,2014-06-02,,1,0.93,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,Spring
824,11072,ERNSH,4,2014-05-05,2014-06-02,,2,258.64,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Spring
825,11073,PERIC,2,2014-05-05,2014-06-02,,2,24.95,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico,Spring
826,11074,SIMOB,7,2014-05-06,2014-06-03,,2,18.44,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark,Spring
827,11075,RICSU,8,2014-05-06,2014-06-03,,2,6.19,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,Spring
828,11076,BONAP,4,2014-05-06,2014-06-03,,2,38.28,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,Spring
829,11077,RATTC,1,2014-05-06,2014-06-03,,2,8.53,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,Spring
